complaint,department,category,subcategory,severity,priority,urgency
Secunderabad Railway Station కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి. Kindly take strict and swift civic action.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Massive garbage overflow uncollected for 10 days outside vegetable market in Tarnaka Tarnaka signal.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
High voltage 11kV live electrical wire snapped and lying sparking on flooded road near Uppal Ring Road. Pedestrians and daily commuters are suffering badly.,Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Major commercial building fire raging on 3rd floor with people trapped inside at RTC Cross Roads.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Chemical tanker overturned leaking inflammable liquid on bypass road near MG Road Metro Station. Please send inspection team immediately.,Fire & Emergency Services,Fire & Disaster,Chemical Spill,CRITICAL,CRITICAL,IMMEDIATE
Complete blackout in Madhapur Police Station junction sector affecting dialysis and oxygen patient homes.,Electricity & Power,Power Infrastructure,Power Outage,HIGH,VERY HIGH,IMMEDIATE
Hazardous biomedical hospital syringes and infected waste dumped openly in Madhapur Police Station junction plot.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
Illegal encroachments blocking emergency fire tender access lane in Hitech City Mindspace market. Pedestrians and daily commuters are suffering badly.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Lingampally Market లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Danger to public health and safety.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Gigantic illegal garbage dump burning toxic plastic smoke choking residents near Banjara Hills Road No 12.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Burning,HIGH,VERY HIGH,WITHIN 24 HOURS
Exposed electric meter junction box with bare sparking wires near park in Hitech City Mindspace. The municipal corporation needs to inspect and resolve this immediately.,Electricity & Power,Power Infrastructure,Exposed Meter Box,HIGH,HIGH,WITHIN 24 HOURS
Electrical transformer caught fire with explosions near Hitech City Mindspace market area.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Massive garbage overflow uncollected for 10 days outside vegetable market in Jubilee Hills Check Post. Pedestrians and daily commuters are suffering badly.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
చెత్త కుప్పలు పేరుకుపోయి దుర్వాసన వస్తోంది Ameerpet Center లో వ్యాధులు ప్రబలుతున్నాయి.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Drinking water pipe burst near Ameerpet Center, thousands of liters of clean water flooding road.",Water Supply & Sewerage,Water & Drainage,Pipeline Burst,HIGH,HIGH,WITHIN 24 HOURS
"Sewage manhole overflowing on street near Begumpet Airport Road, black wastewater entering residences.",Water Supply & Sewerage,Water & Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Secunderabad Railway Station. Situation is deteriorating quickly.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Pothole on main road near MG Road Metro Station causing vehicle damage and traffic congestion. Pedestrians and daily commuters are suffering badly.,Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Chemical tanker overturned leaking inflammable liquid on bypass road near Jubilee Hills Check Post.,Fire & Emergency Services,Fire & Disaster,Chemical Spill,CRITICAL,CRITICAL,IMMEDIATE
"Uppal Ring Road లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి. Pedestrians and daily commuters are suffering badly.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Illegal commercial billboard hoarding erected without permit hanging dangerously in Ameerpet Center. Please send inspection team immediately.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
Open illegal borewell pit left uncovered in Gachibowli Flyover vacant plot where small children play.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
ట్రాఫిక్ సిగ్నల్ పనిచేయడం లేదు Jubilee Hills Check Post చౌరస్తాలో నిత్యం ప్రమాదాలు జరుగుతున్నాయి.,Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
Open illegal borewell pit left uncovered in Jubilee Hills Check Post vacant plot where small children play.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Illegal commercial billboard hoarding erected without permit hanging dangerously in Secunderabad Railway Station.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
Open illegal borewell pit left uncovered in Jubilee Hills Check Post vacant plot where small children play.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
"Lingampally Market లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Street name boards missing or damaged throughout Kukatpally Housing Board residential layout. The municipal corporation needs to inspect and resolve this immediately.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Dilapidated 3-story residential building structural crack with falling wall debris at Charminar Main Bazaar. Please send inspection team immediately.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
Massive garbage overflow uncollected for 10 days outside vegetable market in Charminar Main Bazaar. Situation is deteriorating quickly.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Sewage manhole overflowing on street near Kukatpally Housing Board, black wastewater entering residences.",Water Supply & Sewerage,Water & Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
ఆసుపత్రి వ్యర్థాలు బయోమెడికల్ వేస్ట్ రోడ్డుపై పడేశారు Mehdipatnam Bus Stop వద్ద తక్షణమే తొలగించాలి. Situation is deteriorating quickly.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
Illegal encroachments blocking emergency fire tender access lane in Jubilee Hills Check Post market.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
"Streetlights not working for 2 weeks in Secunderabad Railway Station, complete dark stretch unsafe for women.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
"Mehdipatnam Bus Stop లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Gigantic illegal garbage dump burning toxic plastic smoke choking residents near Lingampally Market. This has become an urgent public hazard.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Burning,HIGH,VERY HIGH,WITHIN 24 HOURS
Dead stray cattle carcass lying decaying near primary school gate in Hitech City Mindspace. This has become an urgent public hazard.,Public Health & Sanitation,Sanitation & Hygiene,Animal Carcass,HIGH,HIGH,WITHIN 24 HOURS
MG Road Metro Station కే పాస్ కచరే కా ఢేర్ లగా హై ఔర్ బీమారియాన్ ఫైల్ రహి హై. Kindly take strict and swift civic action.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Electrical transformer caught fire with explosions near Charminar Main Bazaar market area.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Footpath tiles broken and open construction debris left near Koti Women's College.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
Abandoned rusty vehicle loaded with scrap blocking bus bay near RTC Cross Roads. Danger to public health and safety.,Public Safety & Police,Civic Safety & Law,Abandoned Vehicle,LOW,LOW,WITHIN 7 DAYS
Main road divider broken and sharp metal protruding into traffic lane near Uppal Ring Road.,Roads & Infrastructure,Road Maintenance,Road Divider,HIGH,HIGH,WITHIN 24 HOURS
ట్రాఫిక్ సిగ్నల్ పనిచేయడం లేదు Jubilee Hills Check Post చౌరస్తాలో నిత్యం ప్రమాదాలు జరుగుతున్నాయి.,Public Safety & Police,Civic Safety & Law,Traffic Signal Failure,HIGH,VERY HIGH,WITHIN 24 HOURS
Public park swing and slide sets rusted with sharp jagged edges injuring children in Begumpet Airport Road. Situation is deteriorating quickly.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Hitech City Mindspace. Pedestrians and daily commuters are suffering badly.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Massive garbage overflow uncollected for 10 days outside vegetable market in Begumpet Airport Road. The municipal corporation needs to inspect and resolve this immediately.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Koti Women's College లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
"Public toilet facility choked, leaking sewage onto pavement near Banjara Hills Road No 12. This has become an urgent public hazard.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
"డ్రింకింగ్ వాటర్ లో మురికి నీరు కలిసి వస్తోంది Mehdipatnam Bus Stop లో, ప్రజలు రోగాల బారిన పడుతున్నారు.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Illegal encroachments blocking emergency fire tender access lane in Begumpet Airport Road market. The municipal corporation needs to inspect and resolve this immediately.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
"Streetlights not working for 2 weeks in Madhapur Police Station junction, complete dark stretch unsafe for women. The municipal corporation needs to inspect and resolve this immediately.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Massive garbage overflow uncollected for 10 days outside vegetable market in Gachibowli Flyover.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Madhapur Police Station junction మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే. Please send inspection team immediately.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
"Drinking water pipe burst near Banjara Hills Road No 12, thousands of liters of clean water flooding road.",Water Supply & Sewerage,Water & Drainage,Pipeline Burst,HIGH,HIGH,WITHIN 24 HOURS
"Gachibowli Flyover లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Pothole on main road near Tarnaka Tarnaka signal causing vehicle damage and traffic congestion. Multiple residents have reported this problem.,Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Contaminated brown foul-smelling tap water supplied to households near Mehdipatnam Bus Stop, children falling sick. This has become an urgent public hazard.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
"రోడ్డుపై పెద్ద గుంతలు పడ్డాయి MG Road Metro Station వద్ద, వాహనాలు తిరగడం కష్టంగా ఉంది.",Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Contaminated brown foul-smelling tap water supplied to households near Hitech City Mindspace, children falling sick.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Massive deep pothole near Koti Women's College where two bikers slipped and got injured.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
Complete blackout in Alwal Main Road sector affecting dialysis and oxygen patient homes.,Electricity & Power,Power Infrastructure,Power Outage,HIGH,VERY HIGH,IMMEDIATE
"Deep open manhole without cover near school in Koti Women's College, immediate risk of children falling in. The municipal corporation needs to inspect and resolve this immediately.",Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
Dead stray cattle carcass lying decaying near primary school gate in Tarnaka Tarnaka signal. Multiple residents have reported this problem.,Public Health & Sanitation,Sanitation & Hygiene,Animal Carcass,HIGH,HIGH,WITHIN 24 HOURS
"Public toilet facility choked, leaking sewage onto pavement near RTC Cross Roads.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
"రోడ్డుపై పెద్ద గుంతలు పడ్డాయి Jubilee Hills Check Post వద్ద, వాహనాలు తిరగడం కష్టంగా ఉంది. The municipal corporation needs to inspect and resolve this immediately.",Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Dilapidated 3-story residential building structural crack with falling wall debris at Dilsukhnagar Bus Depot.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
Koti Women's College కే పాస్ కచరే కా ఢేర్ లగా హై ఔర్ బీమారియాన్ ఫైల్ రహి హై. Danger to public health and safety.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Public toilet facility choked, leaking sewage onto pavement near MG Road Metro Station. Multiple residents have reported this problem.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
Electric pole tilted dangerously at 45 degrees over residential gate in Dilsukhnagar Bus Depot. Danger to public health and safety.,Electricity & Power,Power Infrastructure,Tilted Electric Pole,HIGH,HIGH,WITHIN 24 HOURS
Chemical tanker overturned leaking inflammable liquid on bypass road near Ameerpet Center. Kindly take strict and swift civic action.,Fire & Emergency Services,Fire & Disaster,Chemical Spill,CRITICAL,CRITICAL,IMMEDIATE
Electric pole tilted dangerously at 45 degrees over residential gate in Begumpet Airport Road. Multiple residents have reported this problem.,Electricity & Power,Power Infrastructure,Tilted Electric Pole,HIGH,HIGH,WITHIN 24 HOURS
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Mehdipatnam Bus Stop లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Situation is deteriorating quickly.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Massive deep pothole near Uppal Ring Road where two bikers slipped and got injured.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
Kukatpally Housing Board మే నల్ సే గందా బద్బూదార్ పానీ ఆ రహా హై ఔర్ లోగ్ బీమార్ పడ్ రహే హై. This has become an urgent public hazard.,Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
"Streetlights not working for 2 weeks in Koti Women's College, complete dark stretch unsafe for women. Pedestrians and daily commuters are suffering badly.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Banjara Hills Road No 12. Multiple residents have reported this problem.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
"Streetlights not working for 2 weeks in Mehdipatnam Bus Stop, complete dark stretch unsafe for women. This has become an urgent public hazard.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Open illegal borewell pit left uncovered in Mehdipatnam Bus Stop vacant plot where small children play. This has become an urgent public hazard.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
"Public toilet facility choked, leaking sewage onto pavement near Mehdipatnam Bus Stop. Please send inspection team immediately.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Streetlights not working for 2 weeks in Lingampally Market, complete dark stretch unsafe for women. Danger to public health and safety.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Gachibowli Flyover మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే. Situation is deteriorating quickly.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Koti Women's College కే పాస్ కచరే కా ఢేర్ లగా హై ఔర్ బీమారియాన్ ఫైల్ రహి హై. Kindly take strict and swift civic action.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Footpath tiles broken and open construction debris left near Uppal Ring Road.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
"Deep open manhole without cover near school in Hitech City Mindspace, immediate risk of children falling in. Pedestrians and daily commuters are suffering badly.",Water Supply & Sewerage,Water & Drainage,Open Manhole,CRITICAL,CRITICAL,IMMEDIATE
Public park swing and slide sets rusted with sharp jagged edges injuring children in RTC Cross Roads. This has become an urgent public hazard.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
"MG Road Metro Station లోని అపార్ట్‌మెంట్‌లో పెద్ద ఎత్తున మంటలు చెలరేగాయి, ప్రజలు చిక్కుకుపోయారు సహాయం కావాలి.",Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Street name boards missing or damaged throughout Nagole X Roads residential layout. Multiple residents have reported this problem.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Illegal commercial billboard hoarding erected without permit hanging dangerously in Hitech City Mindspace. The municipal corporation needs to inspect and resolve this immediately.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
"Streetlights not working for 2 weeks in Nagole X Roads, complete dark stretch unsafe for women. This has become an urgent public hazard.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Street name boards missing or damaged throughout Kukatpally Housing Board residential layout. Situation is deteriorating quickly.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Electrical transformer caught fire with explosions near RTC Cross Roads market area. This has become an urgent public hazard.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Lingampally Market కే పాస్ కచరే కా ఢేర్ లగా హై ఔర్ బీమారియాన్ ఫైల్ రహి హై.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal commercial billboard hoarding erected without permit hanging dangerously in Madhapur Police Station junction. Please send inspection team immediately.,Town Planning & Parks,Parks & Urban Planning,Illegal Hoarding,HIGH,HIGH,WITHIN 24 HOURS
Complete blackout in Hitech City Mindspace sector affecting dialysis and oxygen patient homes.,Electricity & Power,Power Infrastructure,Power Outage,HIGH,VERY HIGH,IMMEDIATE
Electrical transformer caught fire with explosions near MG Road Metro Station market area.,Electricity & Power,Power Infrastructure,Transformer Fire,CRITICAL,CRITICAL,IMMEDIATE
Tarnaka Tarnaka signal కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Gachibowli Flyover. Danger to public health and safety.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
Major commercial building fire raging on 3rd floor with people trapped inside at Charminar Main Bazaar. Pedestrians and daily commuters are suffering badly.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
"రోడ్డుపై పెద్ద గుంతలు పడ్డాయి Hitech City Mindspace వద్ద, వాహనాలు తిరగడం కష్టంగా ఉంది. This has become an urgent public hazard.",Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Open illegal borewell pit left uncovered in Nagole X Roads vacant plot where small children play. Multiple residents have reported this problem.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
"Massive old banyan tree uprooted in storm, crushed two cars and blocked emergency exit at Gachibowli Flyover.",Fire & Emergency Services,Fire & Disaster,Fallen Tree Hazard,HIGH,VERY HIGH,IMMEDIATE
Massive deep pothole near Ameerpet Center where two bikers slipped and got injured.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
"Streetlights not working for 2 weeks in Alwal Main Road, complete dark stretch unsafe for women. Multiple residents have reported this problem.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
"Streetlights not working for 2 weeks in Madhapur Police Station junction, complete dark stretch unsafe for women. Danger to public health and safety.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Banjara Hills Road No 12 కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
"Streetlights not working for 2 weeks in Nagole X Roads, complete dark stretch unsafe for women. Please send inspection team immediately.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Dilsukhnagar Bus Depot కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Mehdipatnam Bus Stop మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
చెత్త కుప్పలు పేరుకుపోయి దుర్వాసన వస్తోంది RTC Cross Roads లో వ్యాధులు ప్రబలుతున్నాయి. Multiple residents have reported this problem.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Public toilet facility choked, leaking sewage onto pavement near Jubilee Hills Check Post. Multiple residents have reported this problem.",Public Health & Sanitation,Sanitation & Hygiene,Public Toilet Blockage,MEDIUM,MEDIUM,WITHIN 3 DAYS
"Contaminated brown foul-smelling tap water supplied to households near Ameerpet Center, children falling sick. This has become an urgent public hazard.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Main road divider broken and sharp metal protruding into traffic lane near Begumpet Airport Road. Pedestrians and daily commuters are suffering badly.,Roads & Infrastructure,Road Maintenance,Road Divider,HIGH,HIGH,WITHIN 24 HOURS
Main road divider broken and sharp metal protruding into traffic lane near Tarnaka Tarnaka signal.,Roads & Infrastructure,Road Maintenance,Road Divider,HIGH,HIGH,WITHIN 24 HOURS
Footpath tiles broken and open construction debris left near Koti Women's College. Please send inspection team immediately.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
Tarnaka Tarnaka signal కే పాస్ కచరే కా ఢేర్ లగా హై ఔర్ బీమారియాన్ ఫైల్ రహి హై. Danger to public health and safety.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Illegal encroachments blocking emergency fire tender access lane in Gachibowli Flyover market. Situation is deteriorating quickly.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
Street name boards missing or damaged throughout Kukatpally Housing Board residential layout. Situation is deteriorating quickly.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Hitech City Mindspace మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
"Speed breaker not painted with reflective lines near Alwal Main Road, causing dangerous vehicle jumps.",Roads & Infrastructure,Road Maintenance,Speed Breaker,LOW,LOW,WITHIN 7 DAYS
Secunderabad Railway Station కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి. Please send inspection team immediately.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
"డ్రింకింగ్ వాటర్ లో మురికి నీరు కలిసి వస్తోంది Secunderabad Railway Station లో, ప్రజలు రోగాల బారిన పడుతున్నారు. Multiple residents have reported this problem.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
చెత్త కుప్పలు పేరుకుపోయి దుర్వాసన వస్తోంది Banjara Hills Road No 12 లో వ్యాధులు ప్రబలుతున్నాయి.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Madhapur Police Station junction మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Dilsukhnagar Bus Depot మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే. Danger to public health and safety.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Major commercial building fire raging on 3rd floor with people trapped inside at Jubilee Hills Check Post.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
"Massive old banyan tree uprooted in storm, crushed two cars and blocked emergency exit at RTC Cross Roads.",Fire & Emergency Services,Fire & Disaster,Fallen Tree Hazard,HIGH,VERY HIGH,IMMEDIATE
"Massive old banyan tree uprooted in storm, crushed two cars and blocked emergency exit at Koti Women's College.",Fire & Emergency Services,Fire & Disaster,Fallen Tree Hazard,HIGH,VERY HIGH,IMMEDIATE
