complaint,department,category,subcategory,severity,priority,urgency
Pedestrian crossing countdown light broken people unable to cross six lane road. It is located at Sector 4 residential colony.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Pedestrian crossing countdown light broken people unable to cross six lane road. This has been continuing for the past 3 days.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Pedestrian crossing countdown light broken people unable to cross six lane road. This has been continuing since yesterday morning.,Traffic,Traffic,Signal Malfunction,HIGH,HIGH,WITHIN 24 HOURS
Accident damaged car left stranded in fast lane causing 5km traffic backup.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Accident damaged car left stranded in fast lane causing 5km traffic backup. It is located near Government High School.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Accident damaged car left stranded in fast lane causing 5km traffic backup. It is located on MG Road near the railway station.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Accident damaged car left stranded in fast lane causing 5km traffic backup. It is located opposite City Hospital main gate.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Accident damaged car left stranded in fast lane causing 5km traffic backup. It is located at Sector 4 residential colony.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Accident damaged car left stranded in fast lane causing 5km traffic backup. This has been continuing for the past 3 days.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Accident damaged car left stranded in fast lane causing 5km traffic backup. This has been continuing since yesterday morning.,Traffic,Traffic,Traffic Congestion,HIGH,HIGH,WITHIN 24 HOURS
Pack of aggressive feral dogs chasing two wheelers and biting pedestrians.,Public Safety,Public Safety,Stray Animal Threat,HIGH,HIGH,WITHIN 24 HOURS
Pack of aggressive feral dogs chasing two wheelers and biting pedestrians. It is located near Government High School.,Public Safety,Public Safety,Stray Animal Threat,HIGH,HIGH,WITHIN 24 HOURS
Pack of aggressive feral dogs chasing two wheelers and biting pedestrians. It is located on MG Road near the railway station.,Public Safety,Public Safety,Stray Animal Threat,HIGH,HIGH,WITHIN 24 HOURS
Pack of aggressive feral dogs chasing two wheelers and biting pedestrians. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Stray Animal Threat,HIGH,HIGH,WITHIN 24 HOURS
Pack of aggressive feral dogs chasing two wheelers and biting pedestrians. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Stray Animal Threat,HIGH,HIGH,WITHIN 24 HOURS
Pack of aggressive feral dogs chasing two wheelers and biting pedestrians. This has been continuing for the past 3 days.,Public Safety,Public Safety,Stray Animal Threat,HIGH,HIGH,WITHIN 24 HOURS
Pack of aggressive feral dogs chasing two wheelers and biting pedestrians. This has been continuing since yesterday morning.,Public Safety,Public Safety,Stray Animal Threat,HIGH,HIGH,WITHIN 24 HOURS
Deep unprotected trench dug near playground kids playing nearby could fall in.,Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Deep unprotected trench dug near playground kids playing nearby could fall in. It is located near Government High School.,Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Deep unprotected trench dug near playground kids playing nearby could fall in. It is located on MG Road near the railway station.,Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Deep unprotected trench dug near playground kids playing nearby could fall in. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Deep unprotected trench dug near playground kids playing nearby could fall in. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Deep unprotected trench dug near playground kids playing nearby could fall in. This has been continuing for the past 3 days.,Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Deep unprotected trench dug near playground kids playing nearby could fall in. This has been continuing since yesterday morning.,Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Old dilapidated municipal wall tilting towards public footpath ready to collapse.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Old dilapidated municipal wall tilting towards public footpath ready to collapse. It is located near Government High School.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Old dilapidated municipal wall tilting towards public footpath ready to collapse. It is located on MG Road near the railway station.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Old dilapidated municipal wall tilting towards public footpath ready to collapse. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Old dilapidated municipal wall tilting towards public footpath ready to collapse. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Old dilapidated municipal wall tilting towards public footpath ready to collapse. This has been continuing for the past 3 days.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Old dilapidated municipal wall tilting towards public footpath ready to collapse. This has been continuing since yesterday morning.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
No safety fencing along deep quarry pit near residential colony.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
No safety fencing along deep quarry pit near residential colony. It is located near Government High School.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
No safety fencing along deep quarry pit near residential colony. It is located on MG Road near the railway station.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
No safety fencing along deep quarry pit near residential colony. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
No safety fencing along deep quarry pit near residential colony. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
No safety fencing along deep quarry pit near residential colony. This has been continuing for the past 3 days.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
No safety fencing along deep quarry pit near residential colony. This has been continuing since yesterday morning.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Massive advertising billboard loose and swinging dangerously in thunderstorm.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Massive advertising billboard loose and swinging dangerously in thunderstorm. It is located near Government High School.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Massive advertising billboard loose and swinging dangerously in thunderstorm. It is located on MG Road near the railway station.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Massive advertising billboard loose and swinging dangerously in thunderstorm. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Massive advertising billboard loose and swinging dangerously in thunderstorm. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Massive advertising billboard loose and swinging dangerously in thunderstorm. This has been continuing for the past 3 days.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Massive advertising billboard loose and swinging dangerously in thunderstorm. This has been continuing since yesterday morning.,Public Safety,Public Safety,Structural Hazard,CRITICAL,URGENT,IMMEDIATE
Fire escape door locked with chain in public commercial shopping complex.,Public Safety,Public Safety,Fire Hazard,CRITICAL,URGENT,IMMEDIATE
Fire escape door locked with chain in public commercial shopping complex. It is located near Government High School.,Public Safety,Public Safety,Fire Hazard,CRITICAL,URGENT,IMMEDIATE
Fire escape door locked with chain in public commercial shopping complex. It is located on MG Road near the railway station.,Public Safety,Public Safety,Fire Hazard,CRITICAL,URGENT,IMMEDIATE
Fire escape door locked with chain in public commercial shopping complex. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Fire Hazard,CRITICAL,URGENT,IMMEDIATE
Fire escape door locked with chain in public commercial shopping complex. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Fire Hazard,CRITICAL,URGENT,IMMEDIATE
Fire escape door locked with chain in public commercial shopping complex. This has been continuing for the past 3 days.,Public Safety,Public Safety,Fire Hazard,CRITICAL,URGENT,IMMEDIATE
Fire escape door locked with chain in public commercial shopping complex. This has been continuing since yesterday morning.,Public Safety,Public Safety,Fire Hazard,CRITICAL,URGENT,IMMEDIATE
Stray cattle wandering on dark expressway causing fatal vehicle crashes.,Public Safety,Public Safety,Stray Animal Threat,CRITICAL,URGENT,IMMEDIATE
Stray cattle wandering on dark expressway causing fatal vehicle crashes. It is located near Government High School.,Public Safety,Public Safety,Stray Animal Threat,CRITICAL,URGENT,IMMEDIATE
Stray cattle wandering on dark expressway causing fatal vehicle crashes. It is located on MG Road near the railway station.,Public Safety,Public Safety,Stray Animal Threat,CRITICAL,URGENT,IMMEDIATE
Stray cattle wandering on dark expressway causing fatal vehicle crashes. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Stray Animal Threat,CRITICAL,URGENT,IMMEDIATE
Stray cattle wandering on dark expressway causing fatal vehicle crashes. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Stray Animal Threat,CRITICAL,URGENT,IMMEDIATE
Stray cattle wandering on dark expressway causing fatal vehicle crashes. This has been continuing for the past 3 days.,Public Safety,Public Safety,Stray Animal Threat,CRITICAL,URGENT,IMMEDIATE
Stray cattle wandering on dark expressway causing fatal vehicle crashes. This has been continuing since yesterday morning.,Public Safety,Public Safety,Stray Animal Threat,CRITICAL,URGENT,IMMEDIATE
Broken handrail on high pedestrian foot overbridge above railway tracks.,Public Safety,Public Safety,Structural Hazard,HIGH,HIGH,WITHIN 24 HOURS
Broken handrail on high pedestrian foot overbridge above railway tracks. It is located near Government High School.,Public Safety,Public Safety,Structural Hazard,HIGH,HIGH,WITHIN 24 HOURS
Broken handrail on high pedestrian foot overbridge above railway tracks. It is located on MG Road near the railway station.,Public Safety,Public Safety,Structural Hazard,HIGH,HIGH,WITHIN 24 HOURS
Broken handrail on high pedestrian foot overbridge above railway tracks. It is located opposite City Hospital main gate.,Public Safety,Public Safety,Structural Hazard,HIGH,HIGH,WITHIN 24 HOURS
Broken handrail on high pedestrian foot overbridge above railway tracks. It is located at Sector 4 residential colony.,Public Safety,Public Safety,Structural Hazard,HIGH,HIGH,WITHIN 24 HOURS
Broken handrail on high pedestrian foot overbridge above railway tracks. This has been continuing for the past 3 days.,Public Safety,Public Safety,Structural Hazard,HIGH,HIGH,WITHIN 24 HOURS
Broken handrail on high pedestrian foot overbridge above railway tracks. This has been continuing since yesterday morning.,Public Safety,Public Safety,Structural Hazard,HIGH,HIGH,WITHIN 24 HOURS
"Manhole cover completely missing on dark sidewalk, open death trap.",Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
"Manhole cover completely missing on dark sidewalk, open death trap. It is located near Government High School.",Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
"Manhole cover completely missing on dark sidewalk, open death trap. It is located on MG Road near the railway station.",Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
"Manhole cover completely missing on dark sidewalk, open death trap. It is located opposite City Hospital main gate.",Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
"Manhole cover completely missing on dark sidewalk, open death trap. It is located at Sector 4 residential colony.",Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
"Manhole cover completely missing on dark sidewalk, open death trap. This has been continuing for the past 3 days.",Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
"Manhole cover completely missing on dark sidewalk, open death trap. This has been continuing since yesterday morning.",Public Safety,Public Safety,Open Manhole,CRITICAL,URGENT,IMMEDIATE
Outbreak of malaria and dengue due to stagnant puddle in vacant government ground.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Outbreak of malaria and dengue due to stagnant puddle in vacant government ground. It is located near Government High School.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Outbreak of malaria and dengue due to stagnant puddle in vacant government ground. It is located on MG Road near the railway station.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Outbreak of malaria and dengue due to stagnant puddle in vacant government ground. It is located opposite City Hospital main gate.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Outbreak of malaria and dengue due to stagnant puddle in vacant government ground. It is located at Sector 4 residential colony.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Outbreak of malaria and dengue due to stagnant puddle in vacant government ground. This has been continuing for the past 3 days.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Outbreak of malaria and dengue due to stagnant puddle in vacant government ground. This has been continuing since yesterday morning.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
"Mosquito breeding heavy in open drain, municipal fogging needed urgently.",Public Health,Public Health,Stagnant Water,HIGH,HIGH,WITHIN 24 HOURS
"Mosquito breeding heavy in open drain, municipal fogging needed urgently. It is located near Government High School.",Public Health,Public Health,Stagnant Water,HIGH,HIGH,WITHIN 24 HOURS
"Mosquito breeding heavy in open drain, municipal fogging needed urgently. It is located on MG Road near the railway station.",Public Health,Public Health,Stagnant Water,HIGH,HIGH,WITHIN 24 HOURS
"Mosquito breeding heavy in open drain, municipal fogging needed urgently. It is located opposite City Hospital main gate.",Public Health,Public Health,Stagnant Water,HIGH,HIGH,WITHIN 24 HOURS
"Mosquito breeding heavy in open drain, municipal fogging needed urgently. It is located at Sector 4 residential colony.",Public Health,Public Health,Stagnant Water,HIGH,HIGH,WITHIN 24 HOURS
"Mosquito breeding heavy in open drain, municipal fogging needed urgently. This has been continuing for the past 3 days.",Public Health,Public Health,Stagnant Water,HIGH,HIGH,WITHIN 24 HOURS
"Mosquito breeding heavy in open drain, municipal fogging needed urgently. This has been continuing since yesterday morning.",Public Health,Public Health,Stagnant Water,HIGH,HIGH,WITHIN 24 HOURS
Contaminated drinking water causing severe diarrhea among school children.,Public Health,Public Health,Contaminated Water Hazard,CRITICAL,URGENT,IMMEDIATE
Contaminated drinking water causing severe diarrhea among school children. It is located near Government High School.,Public Health,Public Health,Contaminated Water Hazard,CRITICAL,URGENT,IMMEDIATE
Contaminated drinking water causing severe diarrhea among school children. It is located on MG Road near the railway station.,Public Health,Public Health,Contaminated Water Hazard,CRITICAL,URGENT,IMMEDIATE
Contaminated drinking water causing severe diarrhea among school children. It is located opposite City Hospital main gate.,Public Health,Public Health,Contaminated Water Hazard,CRITICAL,URGENT,IMMEDIATE
Contaminated drinking water causing severe diarrhea among school children. It is located at Sector 4 residential colony.,Public Health,Public Health,Contaminated Water Hazard,CRITICAL,URGENT,IMMEDIATE
Contaminated drinking water causing severe diarrhea among school children. This has been continuing for the past 3 days.,Public Health,Public Health,Contaminated Water Hazard,CRITICAL,URGENT,IMMEDIATE
Contaminated drinking water causing severe diarrhea among school children. This has been continuing since yesterday morning.,Public Health,Public Health,Contaminated Water Hazard,CRITICAL,URGENT,IMMEDIATE
Rabid dog bitten several people on market street needs animal control unit.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rabid dog bitten several people on market street needs animal control unit. It is located near Government High School.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rabid dog bitten several people on market street needs animal control unit. It is located on MG Road near the railway station.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rabid dog bitten several people on market street needs animal control unit. It is located opposite City Hospital main gate.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rabid dog bitten several people on market street needs animal control unit. It is located at Sector 4 residential colony.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rabid dog bitten several people on market street needs animal control unit. This has been continuing for the past 3 days.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rabid dog bitten several people on market street needs animal control unit. This has been continuing since yesterday morning.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rotting animal carcasses disposed in open lot creating severe infection risk.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rotting animal carcasses disposed in open lot creating severe infection risk. It is located near Government High School.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rotting animal carcasses disposed in open lot creating severe infection risk. It is located on MG Road near the railway station.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rotting animal carcasses disposed in open lot creating severe infection risk. It is located opposite City Hospital main gate.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rotting animal carcasses disposed in open lot creating severe infection risk. It is located at Sector 4 residential colony.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rotting animal carcasses disposed in open lot creating severe infection risk. This has been continuing for the past 3 days.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Rotting animal carcasses disposed in open lot creating severe infection risk. This has been continuing since yesterday morning.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Hospital primary health clinic lacks basic tetanus injections and snake antivenom.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Hospital primary health clinic lacks basic tetanus injections and snake antivenom. It is located near Government High School.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Hospital primary health clinic lacks basic tetanus injections and snake antivenom. It is located on MG Road near the railway station.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Hospital primary health clinic lacks basic tetanus injections and snake antivenom. It is located opposite City Hospital main gate.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Hospital primary health clinic lacks basic tetanus injections and snake antivenom. It is located at Sector 4 residential colony.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Hospital primary health clinic lacks basic tetanus injections and snake antivenom. This has been continuing for the past 3 days.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Hospital primary health clinic lacks basic tetanus injections and snake antivenom. This has been continuing since yesterday morning.,Public Health,Public Health,Disease Outbreak Risk,CRITICAL,URGENT,IMMEDIATE
Roadside food stalls washing plates in filthy gutter water.,Public Health,Public Health,Food Safety Issue,HIGH,HIGH,WITHIN 24 HOURS
Roadside food stalls washing plates in filthy gutter water. It is located near Government High School.,Public Health,Public Health,Food Safety Issue,HIGH,HIGH,WITHIN 24 HOURS
Roadside food stalls washing plates in filthy gutter water. It is located on MG Road near the railway station.,Public Health,Public Health,Food Safety Issue,HIGH,HIGH,WITHIN 24 HOURS
Roadside food stalls washing plates in filthy gutter water. It is located opposite City Hospital main gate.,Public Health,Public Health,Food Safety Issue,HIGH,HIGH,WITHIN 24 HOURS
Roadside food stalls washing plates in filthy gutter water. It is located at Sector 4 residential colony.,Public Health,Public Health,Food Safety Issue,HIGH,HIGH,WITHIN 24 HOURS
Roadside food stalls washing plates in filthy gutter water. This has been continuing for the past 3 days.,Public Health,Public Health,Food Safety Issue,HIGH,HIGH,WITHIN 24 HOURS
Roadside food stalls washing plates in filthy gutter water. This has been continuing since yesterday morning.,Public Health,Public Health,Food Safety Issue,HIGH,HIGH,WITHIN 24 HOURS
Chemical fumes from unlicensed battery workshop causing breathing issues.,Public Health,Public Health,Disease Outbreak Risk,HIGH,HIGH,WITHIN 24 HOURS
Chemical fumes from unlicensed battery workshop causing breathing issues. It is located near Government High School.,Public Health,Public Health,Disease Outbreak Risk,HIGH,HIGH,WITHIN 24 HOURS
Chemical fumes from unlicensed battery workshop causing breathing issues. It is located on MG Road near the railway station.,Public Health,Public Health,Disease Outbreak Risk,HIGH,HIGH,WITHIN 24 HOURS
Chemical fumes from unlicensed battery workshop causing breathing issues. It is located opposite City Hospital main gate.,Public Health,Public Health,Disease Outbreak Risk,HIGH,HIGH,WITHIN 24 HOURS
Chemical fumes from unlicensed battery workshop causing breathing issues. It is located at Sector 4 residential colony.,Public Health,Public Health,Disease Outbreak Risk,HIGH,HIGH,WITHIN 24 HOURS
Chemical fumes from unlicensed battery workshop causing breathing issues. This has been continuing for the past 3 days.,Public Health,Public Health,Disease Outbreak Risk,HIGH,HIGH,WITHIN 24 HOURS
Chemical fumes from unlicensed battery workshop causing breathing issues. This has been continuing since yesterday morning.,Public Health,Public Health,Disease Outbreak Risk,HIGH,HIGH,WITHIN 24 HOURS
Stagnant water in public park fountain turned into green mosquito nursery.,Public Health,Public Health,Stagnant Water,MEDIUM,MEDIUM,WITHIN 3 DAYS
Stagnant water in public park fountain turned into green mosquito nursery. It is located near Government High School.,Public Health,Public Health,Stagnant Water,MEDIUM,MEDIUM,WITHIN 3 DAYS
Stagnant water in public park fountain turned into green mosquito nursery. It is located on MG Road near the railway station.,Public Health,Public Health,Stagnant Water,MEDIUM,MEDIUM,WITHIN 3 DAYS
Stagnant water in public park fountain turned into green mosquito nursery. It is located opposite City Hospital main gate.,Public Health,Public Health,Stagnant Water,MEDIUM,MEDIUM,WITHIN 3 DAYS
Stagnant water in public park fountain turned into green mosquito nursery. It is located at Sector 4 residential colony.,Public Health,Public Health,Stagnant Water,MEDIUM,MEDIUM,WITHIN 3 DAYS
Stagnant water in public park fountain turned into green mosquito nursery. This has been continuing for the past 3 days.,Public Health,Public Health,Stagnant Water,MEDIUM,MEDIUM,WITHIN 3 DAYS
Stagnant water in public park fountain turned into green mosquito nursery. This has been continuing since yesterday morning.,Public Health,Public Health,Stagnant Water,MEDIUM,MEDIUM,WITHIN 3 DAYS
Fallen tree branch crushing children play swings in colony park.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Fallen tree branch crushing children play swings in colony park. It is located near Government High School.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Fallen tree branch crushing children play swings in colony park. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Fallen tree branch crushing children play swings in colony park. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Fallen tree branch crushing children play swings in colony park. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Fallen tree branch crushing children play swings in colony park. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Fallen tree branch crushing children play swings in colony park. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Large dead tree about to fall onto walking path in public botanical garden.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Large dead tree about to fall onto walking path in public botanical garden. It is located near Government High School.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Large dead tree about to fall onto walking path in public botanical garden. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Large dead tree about to fall onto walking path in public botanical garden. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Large dead tree about to fall onto walking path in public botanical garden. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Large dead tree about to fall onto walking path in public botanical garden. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Large dead tree about to fall onto walking path in public botanical garden. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Fallen Tree,HIGH,HIGH,WITHIN 24 HOURS
Lake water turning green with chemical pollution and toxic foam bubbling.,Parks & Environment,Parks & Environment,Environmental Pollution,CRITICAL,URGENT,IMMEDIATE
Lake water turning green with chemical pollution and toxic foam bubbling. It is located near Government High School.,Parks & Environment,Parks & Environment,Environmental Pollution,CRITICAL,URGENT,IMMEDIATE
Lake water turning green with chemical pollution and toxic foam bubbling. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Environmental Pollution,CRITICAL,URGENT,IMMEDIATE
Lake water turning green with chemical pollution and toxic foam bubbling. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Environmental Pollution,CRITICAL,URGENT,IMMEDIATE
Lake water turning green with chemical pollution and toxic foam bubbling. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Environmental Pollution,CRITICAL,URGENT,IMMEDIATE
Lake water turning green with chemical pollution and toxic foam bubbling. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Environmental Pollution,CRITICAL,URGENT,IMMEDIATE
Lake water turning green with chemical pollution and toxic foam bubbling. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Environmental Pollution,CRITICAL,URGENT,IMMEDIATE
Children slide broken with exposed rusted iron nails in municipal play area.,Parks & Environment,Parks & Environment,Damaged Park Equipment,HIGH,HIGH,WITHIN 24 HOURS
Children slide broken with exposed rusted iron nails in municipal play area. It is located near Government High School.,Parks & Environment,Parks & Environment,Damaged Park Equipment,HIGH,HIGH,WITHIN 24 HOURS
Children slide broken with exposed rusted iron nails in municipal play area. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Damaged Park Equipment,HIGH,HIGH,WITHIN 24 HOURS
Children slide broken with exposed rusted iron nails in municipal play area. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Damaged Park Equipment,HIGH,HIGH,WITHIN 24 HOURS
Children slide broken with exposed rusted iron nails in municipal play area. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Damaged Park Equipment,HIGH,HIGH,WITHIN 24 HOURS
Children slide broken with exposed rusted iron nails in municipal play area. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Damaged Park Equipment,HIGH,HIGH,WITHIN 24 HOURS
Children slide broken with exposed rusted iron nails in municipal play area. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Damaged Park Equipment,HIGH,HIGH,WITHIN 24 HOURS
Unauthorized illegal chopping of old shade trees along municipal avenue.,Parks & Environment,Parks & Environment,Overgrown Branches,HIGH,HIGH,WITHIN 24 HOURS
Unauthorized illegal chopping of old shade trees along municipal avenue. It is located near Government High School.,Parks & Environment,Parks & Environment,Overgrown Branches,HIGH,HIGH,WITHIN 24 HOURS
Unauthorized illegal chopping of old shade trees along municipal avenue. It is located on MG Road near the railway station.,Parks & Environment,Parks & Environment,Overgrown Branches,HIGH,HIGH,WITHIN 24 HOURS
Unauthorized illegal chopping of old shade trees along municipal avenue. It is located opposite City Hospital main gate.,Parks & Environment,Parks & Environment,Overgrown Branches,HIGH,HIGH,WITHIN 24 HOURS
Unauthorized illegal chopping of old shade trees along municipal avenue. It is located at Sector 4 residential colony.,Parks & Environment,Parks & Environment,Overgrown Branches,HIGH,HIGH,WITHIN 24 HOURS
Unauthorized illegal chopping of old shade trees along municipal avenue. This has been continuing for the past 3 days.,Parks & Environment,Parks & Environment,Overgrown Branches,HIGH,HIGH,WITHIN 24 HOURS
Unauthorized illegal chopping of old shade trees along municipal avenue. This has been continuing since yesterday morning.,Parks & Environment,Parks & Environment,Overgrown Branches,HIGH,HIGH,WITHIN 24 HOURS
